sample_id	round	cage	mouse	day	treatment	diet	mouse_id	new_samp_id	analysis_type	true_false	paper_id
5_12_4_-1	5	12	4	-1	salmonella	HFD	5_12_4	5_12_4_-1	metag_db	0	NA
5_12_4_-1	5	12	4	-1	salmonella	HFD	5_12_4	5_12_4_-1	metat	0	NA
5_12_4_-1	5	12	4	-1	salmonella	HFD	5_12_4	5_12_4_-1	metab	0	NA
5_12_5_-1	5	12	5	-1	salmonella	HFD	5_12_5	5_12_5_-1	16s	1	NA
5_12_5_-1	5	12	5	-1	salmonella	HFD	5_12_5	5_12_5_-1	metag_mapping	0	NA
5_12_5_-1	5	12	5	-1	salmonella	HFD	5_12_5	5_12_5_-1	metag_db	0	NA
5_12_5_-1	5	12	5	-1	salmonella	HFD	5_12_5	5_12_5_-1	metat	0	NA
5_12_5_-1	5	12	5	-1	salmonella	HFD	5_12_5	5_12_5_-1	metab	0	NA
5_13_1_-1	5	13	1	-1	salmonella	HFD	5_13_1	5_13_1_-1	16s	1	NA
5_13_1_-1	5	13	1	-1	salmonella	HFD	5_13_1	5_13_1_-1	metag_mapping	0	NA
5_13_1_-1	5	13	1	-1	salmonella	HFD	5_13_1	5_13_1_-1	metag_db	0	NA
5_13_1_-1	5	13	1	-1	salmonella	HFD	5_13_1	5_13_1_-1	metat	0	NA
5_13_1_-1	5	13	1	-1	salmonella	HFD	5_13_1	5_13_1_-1	metab	0	NA
5_13_2_-1	5	13	2	-1	salmonella	HFD	5_13_2	5_13_2_-1	16s	1	NA
5_13_2_-1	5	13	2	-1	salmonella	HFD	5_13_2	5_13_2_-1	metag_mapping	0	NA
5_13_2_-1	5	13	2	-1	salmonella	HFD	5_13_2	5_13_2_-1	metag_db	0	NA
5_13_2_-1	5	13	2	-1	salmonella	HFD	5_13_2	5_13_2_-1	metat	0	NA
5_13_2_-1	5	13	2	-1	salmonella	HFD	5_13_2	5_13_2_-1	metab	0	NA
5_13_3_-1	5	13	3	-1	salmonella	HFD	5_13_3	5_13_3_-1	16s	1	NA
5_13_3_-1	5	13	3	-1	salmonella	HFD	5_13_3	5_13_3_-1	metag_mapping	0	NA
5_13_3_-1	5	13	3	-1	salmonella	HFD	5_13_3	5_13_3_-1	metag_db	0	NA
5_13_3_-1	5	13	3	-1	salmonella	HFD	5_13_3	5_13_3_-1	metat	0	NA
5_13_3_-1	5	13	3	-1	salmonella	HFD	5_13_3	5_13_3_-1	metab	0	NA
5_13_4_-1	5	13	4	-1	salmonella	HFD	5_13_4	5_13_4_-1	16s	1	NA
5_13_4_-1	5	13	4	-1	salmonella	HFD	5_13_4	5_13_4_-1	metag_mapping	0	NA
5_13_4_-1	5	13	4	-1	salmonella	HFD	5_13_4	5_13_4_-1	metag_db	0	NA
5_13_4_-1	5	13	4	-1	salmonella	HFD	5_13_4	5_13_4_-1	metat	0	NA
5_13_4_-1	5	13	4	-1	salmonella	HFD	5_13_4	5_13_4_-1	metab	0	NA
5_13_5_-1	5	13	5	-1	salmonella	HFD	5_13_5	5_13_5_-1	16s	1	I10
5_13_5_-1	5	13	5	-1	salmonella	HFD	5_13_5	5_13_5_-1	metag_mapping	0	I10
5_13_5_-1	5	13	5	-1	salmonella	HFD	5_13_5	5_13_5_-1	metag_db	0	I10
5_13_5_-1	5	13	5	-1	salmonella	HFD	5_13_5	5_13_5_-1	metat	0	I10
5_13_5_-1	5	13	5	-1	salmonella	HFD	5_13_5	5_13_5_-1	metab	0	I10
5_14_1_-1	5	14	1	-1	salmonella	HFD	5_14_1	5_14_1_-1	16s	1	NA
5_14_1_-1	5	14	1	-1	salmonella	HFD	5_14_1	5_14_1_-1	metag_mapping	0	NA
5_14_1_-1	5	14	1	-1	salmonella	HFD	5_14_1	5_14_1_-1	metag_db	0	NA
5_14_1_-1	5	14	1	-1	salmonella	HFD	5_14_1	5_14_1_-1	metat	0	NA
5_14_1_-1	5	14	1	-1	salmonella	HFD	5_14_1	5_14_1_-1	metab	0	NA
5_14_2_-1	5	14	2	-1	salmonella	HFD	5_14_2	5_14_2_-1	16s	1	I8
5_14_2_-1	5	14	2	-1	salmonella	HFD	5_14_2	5_14_2_-1	metag_mapping	0	I8
5_14_2_-1	5	14	2	-1	salmonella	HFD	5_14_2	5_14_2_-1	metag_db	0	I8
5_14_2_-1	5	14	2	-1	salmonella	HFD	5_14_2	5_14_2_-1	metat	0	I8
5_14_2_-1	5	14	2	-1	salmonella	HFD	5_14_2	5_14_2_-1	metab	0	I8
5_14_3_-1	5	14	3	-1	salmonella	HFD	5_14_3	5_14_3_-1	16s	1	I11
5_14_3_-1	5	14	3	-1	salmonella	HFD	5_14_3	5_14_3_-1	metag_mapping	0	I11
5_14_3_-1	5	14	3	-1	salmonella	HFD	5_14_3	5_14_3_-1	metag_db	0	I11
5_14_3_-1	5	14	3	-1	salmonella	HFD	5_14_3	5_14_3_-1	metat	0	I11
5_14_3_-1	5	14	3	-1	salmonella	HFD	5_14_3	5_14_3_-1	metab	0	I11
5_14_4_-1	5	14	4	-1	salmonella	HFD	5_14_4	5_14_4_-1	16s	1	I9
5_14_4_-1	5	14	4	-1	salmonella	HFD	5_14_4	5_14_4_-1	metag_mapping	0	I9
5_14_4_-1	5	14	4	-1	salmonella	HFD	5_14_4	5_14_4_-1	metag_db	0	I9
5_14_4_-1	5	14	4	-1	salmonella	HFD	5_14_4	5_14_4_-1	metat	0	I9
5_14_4_-1	5	14	4	-1	salmonella	HFD	5_14_4	5_14_4_-1	metab	0	I9
5_14_5_-1	5	14	5	-1	salmonella	HFD	5_14_5	5_14_5_-1	16s	1	NA
5_14_5_-1	5	14	5	-1	salmonella	HFD	5_14_5	5_14_5_-1	metag_mapping	0	NA
5_14_5_-1	5	14	5	-1	salmonella	HFD	5_14_5	5_14_5_-1	metag_db	0	NA
5_14_5_-1	5	14	5	-1	salmonella	HFD	5_14_5	5_14_5_-1	metat	0	NA
5_14_5_-1	5	14	5	-1	salmonella	HFD	5_14_5	5_14_5_-1	metab	0	NA
5_3_3_10	5	3	3	10	salmonella	chow	5_3_3	5_3_3_10	16s	1	NA
5_3_3_10	5	3	3	10	salmonella	chow	5_3_3	5_3_3_10	metag_mapping	0	NA
5_3_3_10	5	3	3	10	salmonella	chow	5_3_3	5_3_3_10	metag_db	0	NA
5_3_3_10	5	3	3	10	salmonella	chow	5_3_3	5_3_3_10	metat	0	NA
5_3_3_10	5	3	3	10	salmonella	chow	5_3_3	5_3_3_10	metab	0	NA
5_3_4_10	5	3	4	10	salmonella	chow	5_3_4	5_3_4_10	16s	1	NA
5_3_4_10	5	3	4	10	salmonella	chow	5_3_4	5_3_4_10	metag_mapping	0	NA
5_3_4_10	5	3	4	10	salmonella	chow	5_3_4	5_3_4_10	metag_db	0	NA
5_3_4_10	5	3	4	10	salmonella	chow	5_3_4	5_3_4_10	metat	0	NA
5_3_4_10	5	3	4	10	salmonella	chow	5_3_4	5_3_4_10	metab	0	NA
5_5_4_10	5	5	4	10	salmonella	chow	5_5_4	5_5_4_10	16s	1	NA
5_5_4_10	5	5	4	10	salmonella	chow	5_5_4	5_5_4_10	metag_mapping	0	NA
5_5_4_10	5	5	4	10	salmonella	chow	5_5_4	5_5_4_10	metag_db	0	NA
5_5_4_10	5	5	4	10	salmonella	chow	5_5_4	5_5_4_10	metat	0	NA
5_5_4_10	5	5	4	10	salmonella	chow	5_5_4	5_5_4_10	metab	0	NA
5_5_5_10	5	5	5	10	salmonella	chow	5_5_5	5_5_5_10	16s	1	NA
5_5_5_10	5	5	5	10	salmonella	chow	5_5_5	5_5_5_10	metag_mapping	0	NA
5_5_5_10	5	5	5	10	salmonella	chow	5_5_5	5_5_5_10	metag_db	0	NA
5_5_5_10	5	5	5	10	salmonella	chow	5_5_5	5_5_5_10	metat	0	NA
5_5_5_10	5	5	5	10	salmonella	chow	5_5_5	5_5_5_10	metab	0	NA
5_7_5_10	5	7	5	10	salmonella	chow	5_7_5	5_7_5_10	16s	1	NA
5_7_5_10	5	7	5	10	salmonella	chow	5_7_5	5_7_5_10	metag_mapping	0	NA
5_7_5_10	5	7	5	10	salmonella	chow	5_7_5	5_7_5_10	metag_db	0	NA
5_7_5_10	5	7	5	10	salmonella	chow	5_7_5	5_7_5_10	metat	0	NA
5_7_5_10	5	7	5	10	salmonella	chow	5_7_5	5_7_5_10	metab	0	NA
5_8_2_10	5	8	2	10	salmonella	chow	5_8_2	5_8_2_10	16s	1	NA
5_8_2_10	5	8	2	10	salmonella	chow	5_8_2	5_8_2_10	metag_mapping	0	NA
5_8_2_10	5	8	2	10	salmonella	chow	5_8_2	5_8_2_10	metag_db	0	NA
5_8_2_10	5	8	2	10	salmonella	chow	5_8_2	5_8_2_10	metat	0	NA
5_8_2_10	5	8	2	10	salmonella	chow	5_8_2	5_8_2_10	metab	0	NA
5_11_1_10	5	11	1	10	salmonella	HFD	5_11_1	5_11_1_10	16s	1	NA
5_11_1_10	5	11	1	10	salmonella	HFD	5_11_1	5_11_1_10	metag_mapping	0	NA
5_11_1_10	5	11	1	10	salmonella	HFD	5_11_1	5_11_1_10	metag_db	0	NA
5_11_1_10	5	11	1	10	salmonella	HFD	5_11_1	5_11_1_10	metat	0	NA
5_11_1_10	5	11	1	10	salmonella	HFD	5_11_1	5_11_1_10	metab	0	NA
5_11_2_10	5	11	2	10	salmonella	HFD	5_11_2	5_11_2_10	16s	1	NA
5_11_2_10	5	11	2	10	salmonella	HFD	5_11_2	5_11_2_10	metag_mapping	0	NA
5_11_2_10	5	11	2	10	salmonella	HFD	5_11_2	5_11_2_10	metag_db	0	NA
5_11_2_10	5	11	2	10	salmonella	HFD	5_11_2	5_11_2_10	metat	0	NA
5_11_2_10	5	11	2	10	salmonella	HFD	5_11_2	5_11_2_10	metab	0	NA
5_11_3_10	5	11	3	10	salmonella	HFD	5_11_3	5_11_3_10	16s	1	NA
5_11_3_10	5	11	3	10	salmonella	HFD	5_11_3	5_11_3_10	metag_mapping	0	NA
5_11_3_10	5	11	3	10	salmonella	HFD	5_11_3	5_11_3_10	metag_db	0	NA
5_11_3_10	5	11	3	10	salmonella	HFD	5_11_3	5_11_3_10	metat	0	NA
5_11_3_10	5	11	3	10	salmonella	HFD	5_11_3	5_11_3_10	metab	0	NA
5_11_4_10	5	11	4	10	salmonella	HFD	5_11_4	5_11_4_10	16s	1	NA
5_11_4_10	5	11	4	10	salmonella	HFD	5_11_4	5_11_4_10	metag_mapping	0	NA
5_11_4_10	5	11	4	10	salmonella	HFD	5_11_4	5_11_4_10	metag_db	0	NA
5_11_4_10	5	11	4	10	salmonella	HFD	5_11_4	5_11_4_10	metat	0	NA
5_11_4_10	5	11	4	10	salmonella	HFD	5_11_4	5_11_4_10	metab	0	NA
5_11_5_10	5	11	5	10	salmonella	HFD	5_11_5	5_11_5_10	16s	1	NA
5_11_5_10	5	11	5	10	salmonella	HFD	5_11_5	5_11_5_10	metag_mapping	0	NA
5_11_5_10	5	11	5	10	salmonella	HFD	5_11_5	5_11_5_10	metag_db	0	NA
5_11_5_10	5	11	5	10	salmonella	HFD	5_11_5	5_11_5_10	metat	0	NA
5_11_5_10	5	11	5	10	salmonella	HFD	5_11_5	5_11_5_10	metab	0	NA
5_12_1_10	5	12	1	10	salmonella	HFD	5_12_1	5_12_1_10	16s	1	NA
5_12_1_10	5	12	1	10	salmonella	HFD	5_12_1	5_12_1_10	metag_mapping	0	NA
5_12_1_10	5	12	1	10	salmonella	HFD	5_12_1	5_12_1_10	metag_db	0	NA
5_12_1_10	5	12	1	10	salmonella	HFD	5_12_1	5_12_1_10	metat	0	NA
5_12_1_10	5	12	1	10	salmonella	HFD	5_12_1	5_12_1_10	metab	0	NA
5_12_2_10	5	12	2	10	salmonella	HFD	5_12_2	5_12_2_10	16s	1	NA
5_12_2_10	5	12	2	10	salmonella	HFD	5_12_2	5_12_2_10	metag_mapping	0	NA
5_12_2_10	5	12	2	10	salmonella	HFD	5_12_2	5_12_2_10	metag_db	0	NA
5_12_2_10	5	12	2	10	salmonella	HFD	5_12_2	5_12_2_10	metat	0	NA
5_12_2_10	5	12	2	10	salmonella	HFD	5_12_2	5_12_2_10	metab	0	NA
5_12_3_10	5	12	3	10	salmonella	HFD	5_12_3	5_12_3_10	16s	1	NA
5_12_3_10	5	12	3	10	salmonella	HFD	5_12_3	5_12_3_10	metag_mapping	0	NA
5_12_3_10	5	12	3	10	salmonella	HFD	5_12_3	5_12_3_10	metag_db	0	NA
5_12_3_10	5	12	3	10	salmonella	HFD	5_12_3	5_12_3_10	metat	0	NA
5_12_3_10	5	12	3	10	salmonella	HFD	5_12_3	5_12_3_10	metab	0	NA
5_12_4_10	5	12	4	10	salmonella	HFD	5_12_4	5_12_4_10	16s	1	NA
5_12_4_10	5	12	4	10	salmonella	HFD	5_12_4	5_12_4_10	metag_mapping	0	NA
5_12_4_10	5	12	4	10	salmonella	HFD	5_12_4	5_12_4_10	metag_db	0	NA
5_12_4_10	5	12	4	10	salmonella	HFD	5_12_4	5_12_4_10	metat	0	NA
5_12_4_10	5	12	4	10	salmonella	HFD	5_12_4	5_12_4_10	metab	0	NA
5_12_5_10	5	12	5	10	salmonella	HFD	5_12_5	5_12_5_10	16s	1	NA
5_12_5_10	5	12	5	10	salmonella	HFD	5_12_5	5_12_5_10	metag_mapping	0	NA
5_12_5_10	5	12	5	10	salmonella	HFD	5_12_5	5_12_5_10	metag_db	0	NA
5_12_5_10	5	12	5	10	salmonella	HFD	5_12_5	5_12_5_10	metat	0	NA
5_12_5_10	5	12	5	10	salmonella	HFD	5_12_5	5_12_5_10	metab	0	NA
5_13_1_10	5	13	1	10	salmonella	HFD	5_13_1	5_13_1_10	16s	1	NA
5_13_1_10	5	13	1	10	salmonella	HFD	5_13_1	5_13_1_10	metag_mapping	0	NA
5_13_1_10	5	13	1	10	salmonella	HFD	5_13_1	5_13_1_10	metag_db	0	NA
5_13_1_10	5	13	1	10	salmonella	HFD	5_13_1	5_13_1_10	metat	0	NA
5_13_1_10	5	13	1	10	salmonella	HFD	5_13_1	5_13_1_10	metab	0	NA
5_13_2_10	5	13	2	10	salmonella	HFD	5_13_2	5_13_2_10	16s	1	NA
5_13_2_10	5	13	2	10	salmonella	HFD	5_13_2	5_13_2_10	metag_mapping	0	NA
5_13_2_10	5	13	2	10	salmonella	HFD	5_13_2	5_13_2_10	metag_db	0	NA
5_13_2_10	5	13	2	10	salmonella	HFD	5_13_2	5_13_2_10	metat	0	NA
5_13_2_10	5	13	2	10	salmonella	HFD	5_13_2	5_13_2_10	metab	0	NA
5_13_3_10	5	13	3	10	salmonella	HFD	5_13_3	5_13_3_10	16s	1	NA
5_13_3_10	5	13	3	10	salmonella	HFD	5_13_3	5_13_3_10	metag_mapping	0	NA
5_13_3_10	5	13	3	10	salmonella	HFD	5_13_3	5_13_3_10	metag_db	0	NA
5_13_3_10	5	13	3	10	salmonella	HFD	5_13_3	5_13_3_10	metat	0	NA
5_13_3_10	5	13	3	10	salmonella	HFD	5_13_3	5_13_3_10	metab	0	NA
5_13_4_10	5	13	4	10	salmonella	HFD	5_13_4	5_13_4_10	16s	1	NA
5_13_4_10	5	13	4	10	salmonella	HFD	5_13_4	5_13_4_10	metag_mapping	0	NA
5_13_4_10	5	13	4	10	salmonella	HFD	5_13_4	5_13_4_10	metag_db	0	NA
5_13_4_10	5	13	4	10	salmonella	HFD	5_13_4	5_13_4_10	metat	0	NA
5_13_4_10	5	13	4	10	salmonella	HFD	5_13_4	5_13_4_10	metab	0	NA
5_13_5_10	5	13	5	10	salmonella	HFD	5_13_5	5_13_5_10	16s	1	I10
5_13_5_10	5	13	5	10	salmonella	HFD	5_13_5	5_13_5_10	metag_mapping	0	I10
5_13_5_10	5	13	5	10	salmonella	HFD	5_13_5	5_13_5_10	metag_db	0	I10
5_13_5_10	5	13	5	10	salmonella	HFD	5_13_5	5_13_5_10	metat	0	I10
5_13_5_10	5	13	5	10	salmonella	HFD	5_13_5	5_13_5_10	metab	0	I10
5_14_1_10	5	14	1	10	salmonella	HFD	5_14_1	5_14_1_10	16s	1	NA
5_14_1_10	5	14	1	10	salmonella	HFD	5_14_1	5_14_1_10	metag_mapping	0	NA
5_14_1_10	5	14	1	10	salmonella	HFD	5_14_1	5_14_1_10	metag_db	0	NA
5_14_1_10	5	14	1	10	salmonella	HFD	5_14_1	5_14_1_10	metat	0	NA
5_14_1_10	5	14	1	10	salmonella	HFD	5_14_1	5_14_1_10	metab	0	NA
5_14_2_10	5	14	2	10	salmonella	HFD	5_14_2	5_14_2_10	16s	1	I8
5_14_2_10	5	14	2	10	salmonella	HFD	5_14_2	5_14_2_10	metag_mapping	0	I8
5_14_2_10	5	14	2	10	salmonella	HFD	5_14_2	5_14_2_10	metag_db	0	I8
5_14_2_10	5	14	2	10	salmonella	HFD	5_14_2	5_14_2_10	metat	0	I8
5_14_2_10	5	14	2	10	salmonella	HFD	5_14_2	5_14_2_10	metab	0	I8
5_14_3_10	5	14	3	10	salmonella	HFD	5_14_3	5_14_3_10	16s	1	I11
5_14_3_10	5	14	3	10	salmonella	HFD	5_14_3	5_14_3_10	metag_mapping	0	I11
5_14_3_10	5	14	3	10	salmonella	HFD	5_14_3	5_14_3_10	metag_db	0	I11
5_14_3_10	5	14	3	10	salmonella	HFD	5_14_3	5_14_3_10	metat	0	I11
5_14_3_10	5	14	3	10	salmonella	HFD	5_14_3	5_14_3_10	metab	0	I11
5_14_4_10	5	14	4	10	salmonella	HFD	5_14_4	5_14_4_10	16s	1	I9
5_14_4_10	5	14	4	10	salmonella	HFD	5_14_4	5_14_4_10	metag_mapping	0	I9
5_14_4_10	5	14	4	10	salmonella	HFD	5_14_4	5_14_4_10	metag_db	0	I9
5_14_4_10	5	14	4	10	salmonella	HFD	5_14_4	5_14_4_10	metat	0	I9
5_14_4_10	5	14	4	10	salmonella	HFD	5_14_4	5_14_4_10	metab	0	I9
5_14_5_10	5	14	5	10	salmonella	HFD	5_14_5	5_14_5_10	16s	1	NA
5_14_5_10	5	14	5	10	salmonella	HFD	5_14_5	5_14_5_10	metag_mapping	0	NA
5_14_5_10	5	14	5	10	salmonella	HFD	5_14_5	5_14_5_10	metag_db	0	NA
5_14_5_10	5	14	5	10	salmonella	HFD	5_14_5	5_14_5_10	metat	0	NA
5_14_5_10	5	14	5	10	salmonella	HFD	5_14_5	5_14_5_10	metab	0	NA
5_3_3_11	5	3	3	11	salmonella	chow	5_3_3	5_3_3_11	16s	1	NA
5_3_3_11	5	3	3	11	salmonella	chow	5_3_3	5_3_3_11	metag_mapping	0	NA
5_3_3_11	5	3	3	11	salmonella	chow	5_3_3	5_3_3_11	metag_db	0	NA
5_3_3_11	5	3	3	11	salmonella	chow	5_3_3	5_3_3_11	metat	0	NA
5_3_3_11	5	3	3	11	salmonella	chow	5_3_3	5_3_3_11	metab	0	NA
5_3_4_11	5	3	4	11	salmonella	chow	5_3_4	5_3_4_11	16s	1	NA
5_3_4_11	5	3	4	11	salmonella	chow	5_3_4	5_3_4_11	metag_mapping	0	NA
5_3_4_11	5	3	4	11	salmonella	chow	5_3_4	5_3_4_11	metag_db	0	NA
5_3_4_11	5	3	4	11	salmonella	chow	5_3_4	5_3_4_11	metat	0	NA
5_3_4_11	5	3	4	11	salmonella	chow	5_3_4	5_3_4_11	metab	0	NA
5_5_4_11	5	5	4	11	salmonella	chow	5_5_4	5_5_4_11	16s	1	NA
5_5_4_11	5	5	4	11	salmonella	chow	5_5_4	5_5_4_11	metag_mapping	0	NA
5_5_4_11	5	5	4	11	salmonella	chow	5_5_4	5_5_4_11	metag_db	0	NA
5_5_4_11	5	5	4	11	salmonella	chow	5_5_4	5_5_4_11	metat	0	NA
5_5_4_11	5	5	4	11	salmonella	chow	5_5_4	5_5_4_11	metab	0	NA
5_5_5_11	5	5	5	11	salmonella	chow	5_5_5	5_5_5_11	16s	1	NA
5_5_5_11	5	5	5	11	salmonella	chow	5_5_5	5_5_5_11	metag_mapping	0	NA
5_5_5_11	5	5	5	11	salmonella	chow	5_5_5	5_5_5_11	metag_db	0	NA
5_5_5_11	5	5	5	11	salmonella	chow	5_5_5	5_5_5_11	metat	0	NA
5_5_5_11	5	5	5	11	salmonella	chow	5_5_5	5_5_5_11	metab	0	NA
5_7_5_11	5	7	5	11	salmonella	chow	5_7_5	5_7_5_11	16s	1	NA
5_7_5_11	5	7	5	11	salmonella	chow	5_7_5	5_7_5_11	metag_mapping	0	NA
5_7_5_11	5	7	5	11	salmonella	chow	5_7_5	5_7_5_11	metag_db	0	NA
5_7_5_11	5	7	5	11	salmonella	chow	5_7_5	5_7_5_11	metat	0	NA
5_7_5_11	5	7	5	11	salmonella	chow	5_7_5	5_7_5_11	metab	0	NA
5_8_2_11	5	8	2	11	salmonella	chow	5_8_2	5_8_2_11	16s	1	NA
5_8_2_11	5	8	2	11	salmonella	chow	5_8_2	5_8_2_11	metag_mapping	0	NA
5_8_2_11	5	8	2	11	salmonella	chow	5_8_2	5_8_2_11	metag_db	0	NA
5_8_2_11	5	8	2	11	salmonella	chow	5_8_2	5_8_2_11	metat	0	NA
5_8_2_11	5	8	2	11	salmonella	chow	5_8_2	5_8_2_11	metab	0	NA
5_11_1_11	5	11	1	11	salmonella	HFD	5_11_1	5_11_1_11	16s	1	NA
5_11_1_11	5	11	1	11	salmonella	HFD	5_11_1	5_11_1_11	metag_mapping	0	NA
5_11_1_11	5	11	1	11	salmonella	HFD	5_11_1	5_11_1_11	metag_db	0	NA
5_11_1_11	5	11	1	11	salmonella	HFD	5_11_1	5_11_1_11	metat	0	NA
5_11_1_11	5	11	1	11	salmonella	HFD	5_11_1	5_11_1_11	metab	0	NA
5_11_2_11	5	11	2	11	salmonella	HFD	5_11_2	5_11_2_11	16s	1	NA
5_11_2_11	5	11	2	11	salmonella	HFD	5_11_2	5_11_2_11	metag_mapping	0	NA
5_11_2_11	5	11	2	11	salmonella	HFD	5_11_2	5_11_2_11	metag_db	0	NA
5_11_2_11	5	11	2	11	salmonella	HFD	5_11_2	5_11_2_11	metat	0	NA
5_11_2_11	5	11	2	11	salmonella	HFD	5_11_2	5_11_2_11	metab	0	NA
5_11_3_11	5	11	3	11	salmonella	HFD	5_11_3	5_11_3_11	16s	1	NA
5_11_3_11	5	11	3	11	salmonella	HFD	5_11_3	5_11_3_11	metag_mapping	0	NA
5_11_3_11	5	11	3	11	salmonella	HFD	5_11_3	5_11_3_11	metag_db	0	NA
5_11_3_11	5	11	3	11	salmonella	HFD	5_11_3	5_11_3_11	metat	0	NA
5_11_3_11	5	11	3	11	salmonella	HFD	5_11_3	5_11_3_11	metab	0	NA
5_11_4_11	5	11	4	11	salmonella	HFD	5_11_4	5_11_4_11	16s	1	NA
5_11_4_11	5	11	4	11	salmonella	HFD	5_11_4	5_11_4_11	metag_mapping	0	NA
5_11_4_11	5	11	4	11	salmonella	HFD	5_11_4	5_11_4_11	metag_db	0	NA
5_11_4_11	5	11	4	11	salmonella	HFD	5_11_4	5_11_4_11	metat	0	NA
5_11_4_11	5	11	4	11	salmonella	HFD	5_11_4	5_11_4_11	metab	0	NA
5_11_5_11	5	11	5	11	salmonella	HFD	5_11_5	5_11_5_11	16s	1	NA
5_11_5_11	5	11	5	11	salmonella	HFD	5_11_5	5_11_5_11	metag_mapping	0	NA
5_11_5_11	5	11	5	11	salmonella	HFD	5_11_5	5_11_5_11	metag_db	0	NA
5_11_5_11	5	11	5	11	salmonella	HFD	5_11_5	5_11_5_11	metat	0	NA
5_11_5_11	5	11	5	11	salmonella	HFD	5_11_5	5_11_5_11	metab	0	NA
5_12_1_11	5	12	1	11	salmonella	HFD	5_12_1	5_12_1_11	16s	1	NA
5_12_1_11	5	12	1	11	salmonella	HFD	5_12_1	5_12_1_11	metag_mapping	0	NA
5_12_1_11	5	12	1	11	salmonella	HFD	5_12_1	5_12_1_11	metag_db	0	NA
5_12_1_11	5	12	1	11	salmonella	HFD	5_12_1	5_12_1_11	metat	0	NA
5_12_1_11	5	12	1	11	salmonella	HFD	5_12_1	5_12_1_11	metab	0	NA
5_12_2_11	5	12	2	11	salmonella	HFD	5_12_2	5_12_2_11	16s	1	NA
5_12_2_11	5	12	2	11	salmonella	HFD	5_12_2	5_12_2_11	metag_mapping	0	NA
5_12_2_11	5	12	2	11	salmonella	HFD	5_12_2	5_12_2_11	metag_db	0	NA
5_12_2_11	5	12	2	11	salmonella	HFD	5_12_2	5_12_2_11	metat	0	NA
5_12_2_11	5	12	2	11	salmonella	HFD	5_12_2	5_12_2_11	metab	0	NA
5_12_3_11	5	12	3	11	salmonella	HFD	5_12_3	5_12_3_11	16s	1	NA
5_12_3_11	5	12	3	11	salmonella	HFD	5_12_3	5_12_3_11	metag_mapping	0	NA
5_12_3_11	5	12	3	11	salmonella	HFD	5_12_3	5_12_3_11	metag_db	0	NA
5_12_3_11	5	12	3	11	salmonella	HFD	5_12_3	5_12_3_11	metat	0	NA
5_12_3_11	5	12	3	11	salmonella	HFD	5_12_3	5_12_3_11	metab	0	NA
5_12_4_11	5	12	4	11	salmonella	HFD	5_12_4	5_12_4_11	16s	1	NA
5_12_4_11	5	12	4	11	salmonella	HFD	5_12_4	5_12_4_11	metag_mapping	0	NA
5_12_4_11	5	12	4	11	salmonella	HFD	5_12_4	5_12_4_11	metag_db	0	NA
5_12_4_11	5	12	4	11	salmonella	HFD	5_12_4	5_12_4_11	metat	0	NA
5_12_4_11	5	12	4	11	salmonella	HFD	5_12_4	5_12_4_11	metab	0	NA
5_12_5_11	5	12	5	11	salmonella	HFD	5_12_5	5_12_5_11	16s	1	NA
5_12_5_11	5	12	5	11	salmonella	HFD	5_12_5	5_12_5_11	metag_mapping	0	NA
5_12_5_11	5	12	5	11	salmonella	HFD	5_12_5	5_12_5_11	metag_db	0	NA
5_12_5_11	5	12	5	11	salmonella	HFD	5_12_5	5_12_5_11	metat	0	NA
5_12_5_11	5	12	5	11	salmonella	HFD	5_12_5	5_12_5_11	metab	0	NA
5_13_1_11	5	13	1	11	salmonella	HFD	5_13_1	5_13_1_11	16s	1	NA
5_13_1_11	5	13	1	11	salmonella	HFD	5_13_1	5_13_1_11	metag_mapping	0	NA
5_13_1_11	5	13	1	11	salmonella	HFD	5_13_1	5_13_1_11	metag_db	0	NA
5_13_1_11	5	13	1	11	salmonella	HFD	5_13_1	5_13_1_11	metat	0	NA
5_13_1_11	5	13	1	11	salmonella	HFD	5_13_1	5_13_1_11	metab	0	NA
5_13_2_11	5	13	2	11	salmonella	HFD	5_13_2	5_13_2_11	16s	1	NA
5_13_2_11	5	13	2	11	salmonella	HFD	5_13_2	5_13_2_11	metag_mapping	0	NA
5_13_2_11	5	13	2	11	salmonella	HFD	5_13_2	5_13_2_11	metag_db	0	NA
5_13_2_11	5	13	2	11	salmonella	HFD	5_13_2	5_13_2_11	metat	0	NA
5_13_2_11	5	13	2	11	salmonella	HFD	5_13_2	5_13_2_11	metab	0	NA
5_13_3_11	5	13	3	11	salmonella	HFD	5_13_3	5_13_3_11	16s	1	NA
5_13_3_11	5	13	3	11	salmonella	HFD	5_13_3	5_13_3_11	metag_mapping	0	NA
5_13_3_11	5	13	3	11	salmonella	HFD	5_13_3	5_13_3_11	metag_db	0	NA
5_13_3_11	5	13	3	11	salmonella	HFD	5_13_3	5_13_3_11	metat	0	NA
5_13_3_11	5	13	3	11	salmonella	HFD	5_13_3	5_13_3_11	metab	0	NA
5_13_4_11	5	13	4	11	salmonella	HFD	5_13_4	5_13_4_11	16s	1	NA
5_13_4_11	5	13	4	11	salmonella	HFD	5_13_4	5_13_4_11	metag_mapping	0	NA
5_13_4_11	5	13	4	11	salmonella	HFD	5_13_4	5_13_4_11	metag_db	0	NA
5_13_4_11	5	13	4	11	salmonella	HFD	5_13_4	5_13_4_11	metat	0	NA
