sample	Round	Cage	Mouse	Day	treatment	diet	mouse_id	id	paper_id
4_3_1_9_M	4	3	1	9	salmonella	chow	4_3_1	4_3_1_9	NA
4_4_4_9_M	4	4	4	9	salmonella	chow	4_4_4	4_4_4_9	NA
4_2_2_10_M	4	2	2	10	salmonella	chow	4_2_2	4_2_2_10	NA
4_3_5_10_M	4	3	5	10	salmonella	chow	4_3_5	4_3_5_10	NA
4_1_3_11_M	4	1	3	11	salmonella	chow	4_1_3	4_1_3_11	NA
4_3_1_11_M	4	3	1	11	salmonella	chow	4_3_1	4_3_1_11	NA
4_4_4_11_M	4	4	4	11	salmonella	chow	4_4_4	4_4_4_11	NA
4_2_2_12_M	4	2	2	12	salmonella	chow	4_2_2	4_2_2_12	NA
4_4_5_7_M	4	4	5	7	salmonella	chow	4_4_5	4_4_5_7	NA
4_2_3_8_M	4	2	3	8	salmonella	chow	4_2_3	4_2_3_8	NA
4_4_1_8_M	4	4	1	8	salmonella	chow	4_4_1	4_4_1_8	NA
4_1_4_9_M	4	1	4	9	salmonella	chow	4_1_4	4_1_4_9	NA
4_3_2_9_M	4	3	2	9	salmonella	chow	4_3_2	4_3_2_9	NA
4_4_5_9_M	4	4	5	9	salmonella	chow	4_4_5	4_4_5_9	NA
4_2_3_10_M	4	2	3	10	salmonella	chow	4_2_3	4_2_3_10	NA
4_4_1_10_M	4	4	1	10	salmonella	chow	4_4_1	4_4_1_10	NA
4_1_4_11_M	4	1	4	11	salmonella	chow	4_1_4	4_1_4_11	NA
4_3_2_11_M	4	3	2	11	salmonella	chow	4_3_2	4_3_2_11	NA
4_4_5_11_M	4	4	5	11	salmonella	chow	4_4_5	4_4_5_11	NA
4_2_3_12_M	4	2	3	12	salmonella	chow	4_2_3	4_2_3_12	NA
4_1_1_8_M	4	1	1	8	salmonella	chow	4_1_1	4_1_1_8	NA
4_2_4_8_M	4	2	4	8	salmonella	chow	4_2_4	4_2_4_8	NA
4_4_2_8_M	4	4	2	8	salmonella	chow	4_4_2	4_4_2_8	NA
4_1_5_9_M	4	1	5	9	salmonella	chow	4_1_5	4_1_5_9	NA
4_3_3_9_M	4	3	3	9	salmonella	chow	4_3_3	4_3_3_9	NA
4_1_1_10_M	4	1	1	10	salmonella	chow	4_1_1	4_1_1_10	NA
4_2_4_10_M	4	2	4	10	salmonella	chow	4_2_4	4_2_4_10	NA
4_4_2_10_M	4	4	2	10	salmonella	chow	4_4_2	4_4_2_10	NA
4_1_5_11_M	4	1	5	11	salmonella	chow	4_1_5	4_1_5_11	NA
4_3_3_11_M	4	3	3	11	salmonella	chow	4_3_3	4_3_3_11	NA
4_1_1_12_M	4	1	1	12	salmonella	chow	4_1_1	4_1_1_12	NA
4_1_2_8_M	4	1	2	8	salmonella	chow	4_1_2	4_1_2_8	NA
4_2_5_8_M	4	2	5	8	salmonella	chow	4_2_5	4_2_5_8	NA
4_4_3_8_M	4	4	3	8	salmonella	chow	4_4_3	4_4_3_8	NA
4_2_1_9_M	4	2	1	9	salmonella	chow	4_2_1	4_2_1_9	NA
4_3_4_9_M	4	3	4	9	salmonella	chow	4_3_4	4_3_4_9	NA
4_1_2_10_M	4	1	2	10	salmonella	chow	4_1_2	4_1_2_10	NA
4_2_5_10_M	4	2	5	10	salmonella	chow	4_2_5	4_2_5_10	NA
4_4_3_10_M	4	4	3	10	salmonella	chow	4_4_3	4_4_3_10	NA
4_2_1_11_M	4	2	1	11	salmonella	chow	4_2_1	4_2_1_11	NA
4_3_4_11_M	4	3	4	11	salmonella	chow	4_3_4	4_3_4_11	NA
4_1_2_12_M	4	1	2	12	salmonella	chow	4_1_2	4_1_2_12	NA
4_2_4_12_M	4	2	4	12	salmonella	chow	4_2_4	4_2_4_12	NA
4_2_5_12_M	4	2	5	12	salmonella	chow	4_2_5	4_2_5_12	NA
4_4_3_12_M	4	4	3	12	salmonella	chow	4_4_3	4_4_3_12	NA
4_2_1_13_M	4	2	1	13	salmonella	chow	4_2_1	4_2_1_13	NA
4_3_4_13_M	4	3	4	13	salmonella	chow	4_3_4	4_3_4_13	NA
4_1_2_14_M	4	1	2	14	salmonella	chow	4_1_2	4_1_2_14	NA
4_2_5_14_M	4	2	5	14	salmonella	chow	4_2_5	4_2_5_14	NA
4_4_3_14_M	4	4	3	14	salmonella	chow	4_4_3	4_4_3_14	NA
4_2_1_15_M	4	2	1	15	salmonella	chow	4_2_1	4_2_1_15	NA
4_3_4_15_M	4	3	4	15	salmonella	chow	4_3_4	4_3_4_15	NA
4_1_1_21	4	1	1	21	salmonella	chow	4_1_1	4_1_1_21	NA
4_2_1_18	4	2	1	18	salmonella	chow	4_2_1	4_2_1_18	NA
4_2_3_23	4	2	3	23	salmonella	chow	4_2_3	4_2_3_23	NA
4_3_1_12_M	4	3	1	12	salmonella	chow	4_3_1	4_3_1_12	NA
4_4_4_12_M	4	4	4	12	salmonella	chow	4_4_4	4_4_4_12	NA
4_2_2_13_M	4	2	2	13	salmonella	chow	4_2_2	4_2_2_13	NA
4_3_5_13_M	4	3	5	13	salmonella	chow	4_3_5	4_3_5_13	NA
4_1_3_14_M	4	1	3	14	salmonella	chow	4_1_3	4_1_3_14	NA
4_3_1_14_M	4	3	1	14	salmonella	chow	4_3_1	4_3_1_14	NA
4_4_4_14_M	4	4	4	14	salmonella	chow	4_4_4	4_4_4_14	NA
4_2_2_15_M	4	2	2	15	salmonella	chow	4_2_2	4_2_2_15	NA
4_3_5_15_M	4	3	5	15	salmonella	chow	4_3_5	4_3_5_15	NA
4_1_1_23	4	1	1	23	salmonella	chow	4_1_1	4_1_1_23	NA
4_2_1_21	4	2	1	21	salmonella	chow	4_2_1	4_2_1_21	NA
4_3_2_12_M	4	3	2	12	salmonella	chow	4_3_2	4_3_2_12	NA
4_4_5_12_M	4	4	5	12	salmonella	chow	4_4_5	4_4_5_12	NA
4_2_3_13_M	4	2	3	13	salmonella	chow	4_2_3	4_2_3_13	NA
4_4_1_13_M	4	4	1	13	salmonella	chow	4_4_1	4_4_1_13	NA
4_1_4_14_M	4	1	4	14	salmonella	chow	4_1_4	4_1_4_14	NA
4_3_2_14_M	4	3	2	14	salmonella	chow	4_3_2	4_3_2_14	NA
4_4_5_14_M	4	4	5	14	salmonella	chow	4_4_5	4_4_5_14	NA
4_2_3_15_M	4	2	3	15	salmonella	chow	4_2_3	4_2_3_15	NA
4_4_1_15_M	4	4	1	15	salmonella	chow	4_4_1	4_4_1_15	NA
4_1_2_18	4	1	2	18	salmonella	chow	4_1_2	4_1_2_18	NA
4_2_1_23	4	2	1	23	salmonella	chow	4_2_1	4_2_1_23	NA
4_3_3_12_M	4	3	3	12	salmonella	chow	4_3_3	4_3_3_12	NA
4_1_1_13_M	4	1	1	13	salmonella	chow	4_1_1	4_1_1_13	NA
4_2_4_13_M	4	2	4	13	salmonella	chow	4_2_4	4_2_4_13	NA
4_4_2_13_M	4	4	2	13	salmonella	chow	4_4_2	4_4_2_13	NA
4_1_5_14_M	4	1	5	14	salmonella	chow	4_1_5	4_1_5_14	NA
4_3_3_14_M	4	3	3	14	salmonella	chow	4_3_3	4_3_3_14	NA
4_1_1_15_M	4	1	1	15	salmonella	chow	4_1_1	4_1_1_15	NA
4_2_4_15_M	4	2	4	15	salmonella	chow	4_2_4	4_2_4_15	NA
4_4_2_15_M	4	4	2	15	salmonella	chow	4_4_2	4_4_2_15	NA
4_1_2_21	4	1	2	21	salmonella	chow	4_1_2	4_1_2_21	NA
4_2_2_18	4	2	2	18	salmonella	chow	4_2_2	4_2_2_18	NA
4_3_4_12_M	4	3	4	12	salmonella	chow	4_3_4	4_3_4_12	NA
4_1_2_13_M	4	1	2	13	salmonella	chow	4_1_2	4_1_2_13	NA
4_2_5_13_M	4	2	5	13	salmonella	chow	4_2_5	4_2_5_13	NA
4_4_3_13_M	4	4	3	13	salmonella	chow	4_4_3	4_4_3_13	NA
4_2_1_14_M	4	2	1	14	salmonella	chow	4_2_1	4_2_1_14	NA
4_3_4_14_M	4	3	4	14	salmonella	chow	4_3_4	4_3_4_14	NA
4_1_2_15_M	4	1	2	15	salmonella	chow	4_1_2	4_1_2_15	NA
4_2_5_15_M	4	2	5	15	salmonella	chow	4_2_5	4_2_5_15	NA
4_4_3_15_M	4	4	3	15	salmonella	chow	4_4_3	4_4_3_15	NA
4_1_2_23	4	1	2	23	salmonella	chow	4_1_2	4_1_2_23	NA
4_2_2_21	4	2	2	21	salmonella	chow	4_2_2	4_2_2_21	NA
4_3_5_12_M	4	3	5	12	salmonella	chow	4_3_5	4_3_5_12	NA
4_1_3_13_M	4	1	3	13	salmonella	chow	4_1_3	4_1_3_13	NA
4_3_1_13_M	4	3	1	13	salmonella	chow	4_3_1	4_3_1_13	NA
4_4_4_13_M	4	4	4	13	salmonella	chow	4_4_4	4_4_4_13	NA
4_2_2_14_M	4	2	2	14	salmonella	chow	4_2_2	4_2_2_14	NA
4_3_5_14_M	4	3	5	14	salmonella	chow	4_3_5	4_3_5_14	NA
4_1_3_15_M	4	1	3	15	salmonella	chow	4_1_3	4_1_3_15	NA
4_3_1_15_M	4	3	1	15	salmonella	chow	4_3_1	4_3_1_15	NA
4_4_4_15_M	4	4	4	15	salmonella	chow	4_4_4	4_4_4_15	NA
4_1_3_18	4	1	3	18	salmonella	chow	4_1_3	4_1_3_18	NA
4_2_2_23	4	2	2	23	salmonella	chow	4_2_2	4_2_2_23	NA
4_4_1_12_M	4	4	1	12	salmonella	chow	4_4_1	4_4_1_12	NA
4_1_4_13_M	4	1	4	13	salmonella	chow	4_1_4	4_1_4_13	NA
4_3_2_13_M	4	3	2	13	salmonella	chow	4_3_2	4_3_2_13	NA
4_4_5_13_M	4	4	5	13	salmonella	chow	4_4_5	4_4_5_13	NA
4_2_3_14_M	4	2	3	14	salmonella	chow	4_2_3	4_2_3_14	NA
4_4_1_14_M	4	4	1	14	salmonella	chow	4_4_1	4_4_1_14	NA
4_1_4_15_M	4	1	4	15	salmonella	chow	4_1_4	4_1_4_15	NA
4_3_2_15_M	4	3	2	15	salmonella	chow	4_3_2	4_3_2_15	NA
4_4_5_15_M	4	4	5	15	salmonella	chow	4_4_5	4_4_5_15	NA
4_1_3_21	4	1	3	21	salmonella	chow	4_1_3	4_1_3_21	NA
4_2_3_18	4	2	3	18	salmonella	chow	4_2_3	4_2_3_18	NA
4_4_2_12_M	4	4	2	12	salmonella	chow	4_4_2	4_4_2_12	NA
4_1_5_13_M	4	1	5	13	salmonella	chow	4_1_5	4_1_5_13	NA
4_3_3_13_M	4	3	3	13	salmonella	chow	4_3_3	4_3_3_13	NA
4_1_1_14_M	4	1	1	14	salmonella	chow	4_1_1	4_1_1_14	NA
4_2_4_14_M	4	2	4	14	salmonella	chow	4_2_4	4_2_4_14	NA
4_4_2_14_M	4	4	2	14	salmonella	chow	4_4_2	4_4_2_14	NA
4_1_5_15_M	4	1	5	15	salmonella	chow	4_1_5	4_1_5_15	NA
4_3_3_15_M	4	3	3	15	salmonella	chow	4_3_3	4_3_3_15	NA
4_1_1_18	4	1	1	18	salmonella	chow	4_1_1	4_1_1_18	NA
4_1_3_23	4	1	3	23	salmonella	chow	4_1_3	4_1_3_23	NA
4_2_3_21	4	2	3	21	salmonella	chow	4_2_3	4_2_3_21	NA
5_10_1_-6	5	10	1	-6	control	HFD	5_10_1	5_10_1_-6	NA
5_10_2_-6	5	10	2	-6	control	HFD	5_10_2	5_10_2_-6	NA
5_10_3_-6	5	10	3	-6	control	HFD	5_10_3	5_10_3_-6	NA
5_10_4_-6	5	10	4	-6	control	HFD	5_10_4	5_10_4_-6	NA
5_10_5_-6	5	10	5	-6	control	HFD	5_10_5	5_10_5_-6	NA
5_11_1_-6	5	11	1	-6	salmonella	HFD	5_11_1	5_11_1_-6	NA
5_11_2_-6	5	11	2	-6	salmonella	HFD	5_11_2	5_11_2_-6	NA
5_11_3_-6	5	11	3	-6	salmonella	HFD	5_11_3	5_11_3_-6	NA
5_11_4_-6	5	11	4	-6	salmonella	HFD	5_11_4	5_11_4_-6	NA
5_11_5_-6	5	11	5	-6	salmonella	HFD	5_11_5	5_11_5_-6	NA
5_12_1_-6	5	12	1	-6	salmonella	HFD	5_12_1	5_12_1_-6	NA
5_12_2_-6	5	12	2	-6	salmonella	HFD	5_12_2	5_12_2_-6	NA
5_12_3_-6	5	12	3	-6	salmonella	HFD	5_12_3	5_12_3_-6	NA
5_12_4_-6	5	12	4	-6	salmonella	HFD	5_12_4	5_12_4_-6	NA
5_12_5_-6	5	12	5	-6	salmonella	HFD	5_12_5	5_12_5_-6	NA
5_13_1_-6	5	13	1	-6	salmonella	HFD	5_13_1	5_13_1_-6	NA
5_13_2_-6	5	13	2	-6	salmonella	HFD	5_13_2	5_13_2_-6	NA
5_13_3_-6	5	13	3	-6	salmonella	HFD	5_13_3	5_13_3_-6	NA
5_13_4_-6	5	13	4	-6	salmonella	HFD	5_13_4	5_13_4_-6	NA
5_13_5_-6	5	13	5	-6	salmonella	HFD	5_13_5	5_13_5_-6	NA
5_14_1_-6	5	14	1	-6	salmonella	HFD	5_14_1	5_14_1_-6	NA
5_14_2_-6	5	14	2	-6	salmonella	HFD	5_14_2	5_14_2_-6	NA
5_14_3_-6	5	14	3	-6	salmonella	HFD	5_14_3	5_14_3_-6	NA
5_14_4_-6	5	14	4	-6	salmonella	HFD	5_14_4	5_14_4_-6	NA
5_14_5_-6	5	14	5	-6	salmonella	HFD	5_14_5	5_14_5_-6	NA
5_1_1_-3	5	1	1	-3	control	chow	5_1_1	5_1_1_-3	NA
5_1_2_-3	5	1	2	-3	control	chow	5_1_2	5_1_2_-3	NA
5_1_3_-3	5	1	3	-3	control	chow	5_1_3	5_1_3_-3	NA
5_1_4_-3	5	1	4	-3	control	chow	5_1_4	5_1_4_-3	NA
5_1_5_-3	5	1	5	-3	control	chow	5_1_5	5_1_5_-3	NA
5_2_1_-3	5	2	1	-3	salmonella	chow	5_2_1	5_2_1_-3	NA
5_2_2_-3	5	2	2	-3	salmonella	chow	5_2_2	5_2_2_-3	NA
5_2_3_-3	5	2	3	-3	salmonella	chow	5_2_3	5_2_3_-3	NA
5_2_4_-3	5	2	4	-3	salmonella	chow	5_2_4	5_2_4_-3	NA
5_2_5_-3	5	2	5	-3	salmonella	chow	5_2_5	5_2_5_-3	NA
5_3_1_-3	5	3	1	-3	salmonella	chow	5_3_1	5_3_1_-3	NA
5_3_2_-3	5	3	2	-3	salmonella	chow	5_3_2	5_3_2_-3	NA
5_3_3_-3	5	3	3	-3	salmonella	chow	5_3_3	5_3_3_-3	NA
5_3_4_-3	5	3	4	-3	salmonella	chow	5_3_4	5_3_4_-3	NA
5_3_5_-3	5	3	5	-3	salmonella	chow	5_3_5	5_3_5_-3	NA
5_4_1_-3	5	4	1	-3	salmonella	chow	5_4_1	5_4_1_-3	NA
5_4_2_-3	5	4	2	-3	salmonella	chow	5_4_2	5_4_2_-3	NA
5_4_3_-3	5	4	3	-3	salmonella	chow	5_4_3	5_4_3_-3	NA
5_4_4_-3	5	4	4	-3	salmonella	chow	5_4_4	5_4_4_-3	NA
5_4_5_-3	5	4	5	-3	salmonella	chow	5_4_5	5_4_5_-3	NA
5_5_1_-3	5	5	1	-3	salmonella	chow	5_5_1	5_5_1_-3	NA
5_5_2_-3	5	5	2	-3	salmonella	chow	5_5_2	5_5_2_-3	NA
5_5_3_-3	5	5	3	-3	salmonella	chow	5_5_3	5_5_3_-3	NA
5_5_4_-3	5	5	4	-3	salmonella	chow	5_5_4	5_5_4_-3	NA
5_5_5_-3	5	5	5	-3	salmonella	chow	5_5_5	5_5_5_-3	NA
5_6_1_-3	5	6	1	-3	salmonella	chow	5_6_1	5_6_1_-3	NA
5_6_2_-3	5	6	2	-3	salmonella	chow	5_6_2	5_6_2_-3	NA
5_6_3_-3	5	6	3	-3	salmonella	chow	5_6_3	5_6_3_-3	NA
5_6_4_-3	5	6	4	-3	salmonella	chow	5_6_4	5_6_4_-3	NA
5_6_5_-3	5	6	5	-3	salmonella	chow	5_6_5	5_6_5_-3	NA
5_7_1_-3	5	7	1	-3	salmonella	chow	5_7_1	5_7_1_-3	NA
5_7_2_-3	5	7	2	-3	salmonella	chow	5_7_2	5_7_2_-3	NA
5_7_3_-3	5	7	3	-3	salmonella	chow	5_7_3	5_7_3_-3	NA
5_7_4_-3	5	7	4	-3	salmonella	chow	5_7_4	5_7_4_-3	NA
5_7_5_-3	5	7	5	-3	salmonella	chow	5_7_5	5_7_5_-3	NA
5_8_1_-3	5	8	1	-3	salmonella	chow	5_8_1	5_8_1_-3	NA
5_8_2_-3	5	8	2	-3	salmonella	chow	5_8_2	5_8_2_-3	NA
5_8_3_-3	5	8	3	-3	salmonella	chow	5_8_3	5_8_3_-3	NA
5_8_4_-3	5	8	4	-3	salmonella	chow	5_8_4	5_8_4_-3	NA
5_8_5_-3	5	8	5	-3	salmonella	chow	5_8_5	5_8_5_-3	NA
5_10_1_-3	5	10	1	-3	control	HFD	5_10_1	5_10_1_-3	NA
5_10_2_-3	5	10	2	-3	control	HFD	5_10_2	5_10_2_-3	NA
5_10_3_-3	5	10	3	-3	control	HFD	5_10_3	5_10_3_-3	NA
5_10_4_-3	5	10	4	-3	control	HFD	5_10_4	5_10_4_-3	NA
5_10_5_-3	5	10	5	-3	control	HFD	5_10_5	5_10_5_-3	NA
5_11_1_-3	5	11	1	-3	salmonella	HFD	5_11_1	5_11_1_-3	NA
5_11_2_-3	5	11	2	-3	salmonella	HFD	5_11_2	5_11_2_-3	NA
5_11_3_-3	5	11	3	-3	salmonella	HFD	5_11_3	5_11_3_-3	NA
5_11_4_-3	5	11	4	-3	salmonella	HFD	5_11_4	5_11_4_-3	NA
5_11_5_-3	5	11	5	-3	salmonella	HFD	5_11_5	5_11_5_-3	NA
5_12_1_-3	5	12	1	-3	salmonella	HFD	5_12_1	5_12_1_-3	NA
5_12_2_-3	5	12	2	-3	salmonella	HFD	5_12_2	5_12_2_-3	NA
5_12_3_-3	5	12	3	-3	salmonella	HFD	5_12_3	5_12_3_-3	NA
5_12_4_-3	5	12	4	-3	salmonella	HFD	5_12_4	5_12_4_-3	NA
5_12_5_-3	5	12	5	-3	salmonella	HFD	5_12_5	5_12_5_-3	NA
5_13_1_-3	5	13	1	-3	salmonella	HFD	5_13_1	5_13_1_-3	NA
5_13_2_-3	5	13	2	-3	salmonella	HFD	5_13_2	5_13_2_-3	NA
5_13_3_-3	5	13	3	-3	salmonella	HFD	5_13_3	5_13_3_-3	NA
5_13_4_-3	5	13	4	-3	salmonella	HFD	5_13_4	5_13_4_-3	NA
5_13_5_-3	5	13	5	-3	salmonella	HFD	5_13_5	5_13_5_-3	NA
5_14_1_-3	5	14	1	-3	salmonella	HFD	5_14_1	5_14_1_-3	NA
5_14_2_-3	5	14	2	-3	salmonella	HFD	5_14_2	5_14_2_-3	NA
5_14_3_-3	5	14	3	-3	salmonella	HFD	5_14_3	5_14_3_-3	NA
5_14_4_-3	5	14	4	-3	salmonella	HFD	5_14_4	5_14_4_-3	NA
5_14_5_-3	5	14	5	-3	salmonella	HFD	5_14_5	5_14_5_-3	NA
5_1_1_-2	5	1	1	-2	control	chow	5_1_1	5_1_1_-2	NA
5_1_2_-2	5	1	2	-2	control	chow	5_1_2	5_1_2_-2	NA
5_1_3_-2	5	1	3	-2	control	chow	5_1_3	5_1_3_-2	NA
5_1_4_-2	5	1	4	-2	control	chow	5_1_4	5_1_4_-2	NA
5_1_5_-2	5	1	5	-2	control	chow	5_1_5	5_1_5_-2	NA
5_2_1_-2	5	2	1	-2	salmonella	chow	5_2_1	5_2_1_-2	NA
5_2_2_-2	5	2	2	-2	salmonella	chow	5_2_2	5_2_2_-2	NA
5_2_3_-2	5	2	3	-2	salmonella	chow	5_2_3	5_2_3_-2	NA
5_2_4_-2	5	2	4	-2	salmonella	chow	5_2_4	5_2_4_-2	NA
5_2_5_-2	5	2	5	-2	salmonella	chow	5_2_5	5_2_5_-2	NA
5_3_1_-2	5	3	1	-2	salmonella	chow	5_3_1	5_3_1_-2	NA
5_3_2_-2	5	3	2	-2	salmonella	chow	5_3_2	5_3_2_-2	NA
5_3_3_-2	5	3	3	-2	salmonella	chow	5_3_3	5_3_3_-2	NA
5_3_4_-2	5	3	4	-2	salmonella	chow	5_3_4	5_3_4_-2	NA
5_3_5_-2	5	3	5	-2	salmonella	chow	5_3_5	5_3_5_-2	NA
5_4_1_-2	5	4	1	-2	salmonella	chow	5_4_1	5_4_1_-2	NA
5_4_2_-2	5	4	2	-2	salmonella	chow	5_4_2	5_4_2_-2	NA
5_4_3_-2	5	4	3	-2	salmonella	chow	5_4_3	5_4_3_-2	NA
5_4_4_-2	5	4	4	-2	salmonella	chow	5_4_4	5_4_4_-2	NA
5_4_5_-2	5	4	5	-2	salmonella	chow	5_4_5	5_4_5_-2	NA
5_5_1_-2	5	5	1	-2	salmonella	chow	5_5_1	5_5_1_-2	NA
5_5_2_-2	5	5	2	-2	salmonella	chow	5_5_2	5_5_2_-2	NA
5_5_3_-2	5	5	3	-2	salmonella	chow	5_5_3	5_5_3_-2	NA
5_5_4_-2	5	5	4	-2	salmonella	chow	5_5_4	5_5_4_-2	NA
5_5_5_-2	5	5	5	-2	salmonella	chow	5_5_5	5_5_5_-2	NA
5_6_1_-2	5	6	1	-2	salmonella	chow	5_6_1	5_6_1_-2	NA
5_6_2_-2	5	6	2	-2	salmonella	chow	5_6_2	5_6_2_-2	NA
5_6_3_-2	5	6	3	-2	salmonella	chow	5_6_3	5_6_3_-2	NA
5_6_4_-2	5	6	4	-2	salmonella	chow	5_6_4	5_6_4_-2	NA
5_6_5_-2	5	6	5	-2	salmonella	chow	5_6_5	5_6_5_-2	NA
5_7_1_-2	5	7	1	-2	salmonella	chow	5_7_1	5_7_1_-2	NA
5_7_2_-2	5	7	2	-2	salmonella	chow	5_7_2	5_7_2_-2	NA
5_7_3_-2	5	7	3	-2	salmonella	chow	5_7_3	5_7_3_-2	NA
5_7_4_-2	5	7	4	-2	salmonella	chow	5_7_4	5_7_4_-2	NA
5_7_5_-2	5	7	5	-2	salmonella	chow	5_7_5	5_7_5_-2	NA
5_8_1_-2	5	8	1	-2	salmonella	chow	5_8_1	5_8_1_-2	NA
5_8_2_-2	5	8	2	-2	salmonella	chow	5_8_2	5_8_2_-2	NA
5_8_3_-2	5	8	3	-2	salmonella	chow	5_8_3	5_8_3_-2	NA
5_8_4_-2	5	8	4	-2	salmonella	chow	5_8_4	5_8_4_-2	NA
5_8_5_-2	5	8	5	-2	salmonella	chow	5_8_5	5_8_5_-2	NA
5_10_1_-2	5	10	1	-2	control	HFD	5_10_1	5_10_1_-2	NA
5_10_2_-2	5	10	2	-2	control	HFD	5_10_2	5_10_2_-2	NA
5_10_3_-2	5	10	3	-2	control	HFD	5_10_3	5_10_3_-2	NA
5_10_4_-2	5	10	4	-2	control	HFD	5_10_4	5_10_4_-2	NA
5_10_5_-2	5	10	5	-2	control	HFD	5_10_5	5_10_5_-2	NA
5_11_1_-2	5	11	1	-2	salmonella	HFD	5_11_1	5_11_1_-2	NA
5_11_2_-2	5	11	2	-2	salmonella	HFD	5_11_2	5_11_2_-2	NA
5_11_3_-2	5	11	3	-2	salmonella	HFD	5_11_3	5_11_3_-2	NA
5_11_4_-2	5	11	4	-2	salmonella	HFD	5_11_4	5_11_4_-2	NA
5_11_5_-2	5	11	5	-2	salmonella	HFD	5_11_5	5_11_5_-2	NA
5_12_1_-2	5	12	1	-2	salmonella	HFD	5_12_1	5_12_1_-2	NA
5_12_2_-2	5	12	2	-2	salmonella	HFD	5_12_2	5_12_2_-2	NA
5_12_3_-2	5	12	3	-2	salmonella	HFD	5_12_3	5_12_3_-2	NA
5_12_4_-2	5	12	4	-2	salmonella	HFD	5_12_4	5_12_4_-2	NA
5_12_5_-2	5	12	5	-2	salmonella	HFD	5_12_5	5_12_5_-2	NA
5_13_1_-2	5	13	1	-2	salmonella	HFD	5_13_1	5_13_1_-2	NA
5_13_2_-2	5	13	2	-2	salmonella	HFD	5_13_2	5_13_2_-2	NA
5_13_3_-2	5	13	3	-2	salmonella	HFD	5_13_3	5_13_3_-2	NA
5_13_4_-2	5	13	4	-2	salmonella	HFD	5_13_4	5_13_4_-2	NA
5_13_5_-2	5	13	5	-2	salmonella	HFD	5_13_5	5_13_5_-2	NA
5_14_1_-2	5	14	1	-2	salmonella	HFD	5_14_1	5_14_1_-2	NA
5_14_2_-2	5	14	2	-2	salmonella	HFD	5_14_2	5_14_2_-2	NA
5_14_3_-2	5	14	3	-2	salmonella	HFD	5_14_3	5_14_3_-2	NA
5_14_4_-2	5	14	4	-2	salmonella	HFD	5_14_4	5_14_4_-2	NA
5_14_5_-2	5	14	5	-2	salmonella	HFD	5_14_5	5_14_5_-2	NA
5_1_1_-1	5	1	1	-1	control	chow	5_1_1	5_1_1_-1	NA
5_1_2_-1	5	1	2	-1	control	chow	5_1_2	5_1_2_-1	NA
5_1_3_-1	5	1	3	-1	control	chow	5_1_3	5_1_3_-1	NA
5_1_4_-1	5	1	4	-1	control	chow	5_1_4	5_1_4_-1	NA
5_1_5_-1	5	1	5	-1	control	chow	5_1_5	5_1_5_-1	NA
5_2_1_-1	5	2	1	-1	salmonella	chow	5_2_1	5_2_1_-1	NA
5_2_2_-1	5	2	2	-1	salmonella	chow	5_2_2	5_2_2_-1	NA
5_2_3_-1	5	2	3	-1	salmonella	chow	5_2_3	5_2_3_-1	NA
5_2_4_-1	5	2	4	-1	salmonella	chow	5_2_4	5_2_4_-1	NA
5_2_5_-1	5	2	5	-1	salmonella	chow	5_2_5	5_2_5_-1	NA
5_3_1_-1	5	3	1	-1	salmonella	chow	5_3_1	5_3_1_-1	NA
5_3_2_-1	5	3	2	-1	salmonella	chow	5_3_2	5_3_2_-1	NA
5_3_3_-1	5	3	3	-1	salmonella	chow	5_3_3	5_3_3_-1	NA
5_3_4_-1	5	3	4	-1	salmonella	chow	5_3_4	5_3_4_-1	NA
5_3_5_-1	5	3	5	-1	salmonella	chow	5_3_5	5_3_5_-1	NA
5_4_1_-1	5	4	1	-1	salmonella	chow	5_4_1	5_4_1_-1	NA
5_4_2_-1	5	4	2	-1	salmonella	chow	5_4_2	5_4_2_-1	NA
5_4_3_-1	5	4	3	-1	salmonella	chow	5_4_3	5_4_3_-1	NA
5_4_4_-1	5	4	4	-1	salmonella	chow	5_4_4	5_4_4_-1	NA
5_4_5_-1	5	4	5	-1	salmonella	chow	5_4_5	5_4_5_-1	NA
5_5_1_-1	5	5	1	-1	salmonella	chow	5_5_1	5_5_1_-1	NA
5_5_2_-1	5	5	2	-1	salmonella	chow	5_5_2	5_5_2_-1	NA
5_5_3_-1	5	5	3	-1	salmonella	chow	5_5_3	5_5_3_-1	NA
5_5_4_-1	5	5	4	-1	salmonella	chow	5_5_4	5_5_4_-1	NA
5_5_5_-1	5	5	5	-1	salmonella	chow	5_5_5	5_5_5_-1	NA
5_6_1_-1	5	6	1	-1	salmonella	chow	5_6_1	5_6_1_-1	NA
5_6_2_-1	5	6	2	-1	salmonella	chow	5_6_2	5_6_2_-1	NA
5_6_3_-1	5	6	3	-1	salmonella	chow	5_6_3	5_6_3_-1	NA
5_6_4_-1	5	6	4	-1	salmonella	chow	5_6_4	5_6_4_-1	NA
5_6_5_-1	5	6	5	-1	salmonella	chow	5_6_5	5_6_5_-1	NA
5_7_1_-1	5	7	1	-1	salmonella	chow	5_7_1	5_7_1_-1	NA
5_7_2_-1	5	7	2	-1	salmonella	chow	5_7_2	5_7_2_-1	NA
5_7_3_-1	5	7	3	-1	salmonella	chow	5_7_3	5_7_3_-1	NA
5_7_4_-1	5	7	4	-1	salmonella	chow	5_7_4	5_7_4_-1	NA
